"helys","hossz","szel","long","lat"
"Tóalmás","19:39.96","47:30.55",19.666,47.5091666666667
"Tófalu","20:14.34","47:46.46",20.239,47.7743333333333
"Tófej","16:48.14","46:40.32",16.8023333333333,46.672
"Tófû","18:21.57","46:18.60",18.3595,46.31
"Tokaj","21:24.75","48:06.75",21.4125,48.1125
"Tokod","18:39.34","47:43.05",18.6556666666667,47.7175
"Tokodaltáró","18:40.51","47:44.16",18.6751666666667,47.736
"Tokorcs","17:06.03","47:16.19",17.1005,47.2698333333333
"Tolcsva","21:27.02","48:17.05",21.4503333333333,48.2841666666667
"Told","21:38.55","47:07.11",21.6425,47.1185
"Tolmács","19:06.65","47:55.77",19.1108333333333,47.9295
"Tolna","18:46.95","46:25.60",18.7825,46.4266666666667
"Tolnanémedi","18:28.50","46:43.04",18.475,46.7173333333333
"Tomajmonostora","20:42.32","47:26.00",20.7053333333333,47.4333333333333
"Tomor","20:53.03","48:19.62",20.8838333333333,48.327
"Tompa","19:32.08","46:12.28",19.5346666666667,46.2046666666667
"Tompaládony","16:52.94","47:22.83",16.8823333333333,47.3805
"Tordas","18:45.04","47:20.71",18.7506666666667,47.3451666666667
"Tormafölde","16:35.63","46:32.27",16.5938333333333,46.5378333333333
"Tormás","17:59.45","46:13.84",17.9908333333333,46.2306666666667
"Tormásliget","16:46.18","47:25.93",16.7696666666667,47.4321666666667
"Tornabarakony","20:49.66","48:26.38",20.8276666666667,48.4396666666667
"Tornakápolna","20:37.09","48:27.73",20.6181666666667,48.4621666666667
"Tornanádaska","20:47.21","48:33.74",20.7868333333333,48.5623333333333
"Tornaszentandrás","20:46.77","48:31.29",20.7795,48.5215
"Tornaszentjakab","20:52.27","48:31.39",20.8711666666667,48.5231666666667
"Tornyiszentmiklós","16:33.42","46:31.11",16.557,46.5185
"Tornyosnémeti","21:15.34","48:31.29",21.2556666666667,48.5215
"Tornyospálca","22:10.95","48:16.29",22.1825,48.2715
"Torony","16:32.36","47:14.21",16.5393333333333,47.2368333333333
"Torvaj","18:02.69","46:46.06",18.0448333333333,46.7676666666667
"Tószeg","20:08.71","47:06.05",20.1451666666667,47.1008333333333
"Tótkomlós","20:44.31","46:24.71",20.7385,46.4118333333333
"Tótszentgyörgy","17:43.19","46:03.21",17.7198333333333,46.0535
"Tótszentmárton","16:48.31","46:25.25",16.8051666666667,46.4208333333333
"Tótszerdahely","16:48.00","46:23.99",16.8,46.3998333333333
"Tótújfalu","17:38.81","45:54.15",17.6468333333333,45.9025
"Tótvázsony","17:47.31","47:00.51",17.7885,47.0085
"Tök","18:43.96","47:33.76",18.7326666666667,47.5626666666667
"Tököl","18:58.12","47:19.14",18.9686666666667,47.319
"Töltéstava","17:44.05","47:37.51",17.7341666666667,47.6251666666667
"Tömörd","16:40.62","47:21.89",16.677,47.3648333333333
"Tömörkény","20:02.75","46:37.03",20.0458333333333,46.6171666666667
"Törökbálint","18:54.94","47:26.03",18.9156666666667,47.4338333333333
"Törökkoppány","18:03.05","46:36.08",18.0508333333333,46.6013333333333
"Törökszentmiklós","20:25.04","47:10.89",20.4173333333333,47.1815
"Törtel","19:56.05","47:07.14",19.9341666666667,47.119
"Töttös","18:32.57","45:54.75",18.5428333333333,45.9125
"Trizs","20:29.69","48:25.57",20.4948333333333,48.4261666666667
"Tunyogmatolcs","22:27.08","47:58.11",22.4513333333333,47.9685
"Tura","19:36.12","47:36.39",19.602,47.6065
"Túristvándi","22:38.66","48:03.19",22.6443333333333,48.0531666666667
"Túrkeve","20:47.53","47:04.32",20.7921666666667,47.072
"Túrony","18:13.91","45:54.29",18.2318333333333,45.9048333333333
"Túrricse","22:46.04","47:58.51",22.7673333333333,47.9751666666667
"Tuzsér","22:07.26","48:20.58",22.121,48.343
"Türje","17:06.37","46:59.02",17.1061666666667,46.9836666666667
"Tüskevár","17:18.83","47:07.10",17.3138333333333,47.1183333333333
"Tyukod","22:06.85","47:53.31",22.1141666666667,47.8885
"Udvar","18:39.70","45:54.00",18.6616666666667,45.9
"Udvari","18:30.79","46:35.64",18.5131666666667,46.594
"Ugod","17:36.13","47:19.10",17.6021666666667,47.3183333333333
"Újbarok","18:33.62","47:28.77",18.5603333333333,47.4795
"Újcsanálos","21:00.34","48:08.29",21.0056666666667,48.1381666666667
"Újdombrád","21:52.23","48:11.66",21.8705,48.1943333333333
"Újfehértó","21:41.00","47:47.94",21.6833333333333,47.799
"Újhartyán","19:23.59","47:13.22",19.3931666666667,47.2203333333333
"Újiráz","21:21.46","46:59.16",21.3576666666667,46.986
"Újireg","18:10.65","46:39.51",18.1775,46.6585
"Újkenéz","22:13.49","48:14.88",22.2248333333333,48.248
"Újkér","16:49.21","47:27.58",16.8201666666667,47.4596666666667
"Újkígyós","21:01.62","46:35.61",21.027,46.5935
"Újlengyel","19:27.21","47:13.73",19.4535,47.2288333333333
"Újléta","21:52.45","47:27.75",21.8741666666667,47.4625
"Újlõrincfalva","20:36.05","47:37.68",20.6008333333333,47.628
"Újpetre","18:21.98","45:56.04",18.3663333333333,45.934
"Újrónafõ","17:12.18","47:48.61",17.203,47.8101666666667
"Újsolt","19:07.16","46:52.38",19.1193333333333,46.873
"Újszalonta","21:29.51","46:48.69",21.4918333333333,46.8115
"Újszász","20:04.68","47:17.73",20.078,47.2955
"Újszentiván","20:11.24","46:11.13",20.1873333333333,46.1855
"Újszentmargita","21:06.28","47:43.45",21.1046666666667,47.7241666666667
"Újszilvás","19:54.86","47:16.17",19.9143333333333,47.2695
"Újtelek","19:03.41","46:35.67",19.0568333333333,46.5945
"Újtikos","21:10.61","47:54.96",21.1768333333333,47.916
"Újudvar","16:59.42","46:32.43",16.9903333333333,46.5405
"Újvárfalva","17:34.46","46:26.02",17.5743333333333,46.4336666666667
"Ukk","17:12.78","47:02.66",17.213,47.0443333333333
"Und","16:41.75","47:29.35",16.6958333333333,47.4891666666667
"Úny","18:44.24","47:38.47",18.7373333333333,47.6411666666667
"Uppony","20:25.95","48:13.01",20.4325,48.2168333333333
"Ura","22:36.04","47:49.15",22.6006666666667,47.8191666666667
"Uraiújfalu","16:59.05","47:22.27",16.9841666666667,47.3711666666667
"Úrhida","18:19.85","47:07.87",18.3308333333333,47.1311666666667
"Úri","19:31.55","47:24.92",19.5258333333333,47.4153333333333
"Úrkút","17:38.62","47:04.99",17.6436666666667,47.0831666666667
"Uszka","22:51.57","48:04.46",22.8595,48.0743333333333
"Uszód","18:54.12","46:34.25",18.902,46.5708333333333
"Uzsa","17:20.19","46:53.69",17.3365,46.8948333333333
"Üllés","19:50.83","46:20.12",19.8471666666667,46.3353333333333
"Üllõ","19:20.82","47:23.15",19.347,47.3858333333333
"Üröm","19:00.95","47:35.88",19.0158333333333,47.598
"Vác","19:08.09","47:47.03",19.1348333333333,47.7838333333333
"Vácduka","19:12.94","47:44.72",19.2156666666667,47.7453333333333
"Vácegres","19:22.02","47:40.56",19.367,47.676
"Váchartyán","19:15.35","47:43.60",19.2558333333333,47.7266666666667
"Váckisújfalu","19:20.93","47:42.34",19.3488333333333,47.7056666666667
"Vácrátót","19:14.16","47:42.52",19.236,47.7086666666667
"Vácszentlászló","19:32.32","47:34.45",19.5386666666667,47.5741666666667
"Vadna","20:33.35","48:16.37",20.5558333333333,48.2728333333333
"Vadosfa","17:07.74","47:29.93",17.129,47.4988333333333
"Vág","17:12.72","47:26.86",17.212,47.4476666666667
"Vágáshuta","21:32.37","48:25.41",21.5395,48.4235
"Vaja","22:10.43","47:59.75",22.1738333333333,47.9958333333333
"Vajdácska","21:39.38","48:19.19",21.6563333333333,48.3198333333333
"Vajszló","17:59.32","45:51.59",17.9886666666667,45.8598333333333
"Vajta","18:40.06","46:43.01",18.6676666666667,46.7168333333333
"Vál","18:40.54","47:21.81",18.6756666666667,47.3635
"Valkó","19:30.64","47:33.80",19.5106666666667,47.5633333333333
"Valkonya","16:48.61","46:30.06",16.8101666666667,46.501
"Vállaj","22:22.70","47:45.67",22.3783333333333,47.7611666666667
"Vállus","17:18.18","46:50.67",17.303,46.8445
"Vámosatya","22:24.57","48:11.93",22.4095,48.1988333333333
"Vámoscsalád","16:58.08","47:23.47",16.968,47.3911666666667
"Vámosgyörk","19:55.76","47:41.06",19.9293333333333,47.6843333333333
"Vámosmikola","18:47.53","47:58.76",18.7921666666667,47.9793333333333
"Vámosoroszi","22:40.97","47:59.60",22.6828333333333,47.9933333333333
"Vámospércs","21:54.12","47:31.54",21.902,47.5256666666667
"Vámosújfalu","21:27.24","48:15.40",21.454,48.2566666666667
"Vámosszabadi","17:38.87","47:45.36",17.6478333333333,47.756
"Váncsod","21:38.49","47:12.20",21.6415,47.2033333333333
"Vanyarc","19:27.19","47:49.46",19.4531666666667,47.8243333333333
"Vanyola","17:35.77","47:22.98",17.5961666666667,47.383
"Várad","17:44.90","45:58.46",17.7483333333333,45.9743333333333
"Váralja","18:25.93","46:16.14",18.4321666666667,46.269
"Varászló","17:12.95","46:26.09",17.2158333333333,46.4348333333333
"Váraszó","20:06.75","48:03.51",20.1125,48.0585
"Várbalog","17:04.43","47:50.17",17.0738333333333,47.8361666666667
"Varbó","20:37.39","48:09.84",20.6231666666667,48.164
"Varbóc","20:38.75","48:27.86",20.6458333333333,48.4643333333333
"Várda","17:44.37","46:27.59",17.7395,46.4598333333333
"Várdomb","18:41.27","46:14.95",18.6878333333333,46.2491666666667
"Várfölde","16:45.85","46:33.41",16.7641666666667,46.5568333333333
"Varga","18:08.68","46:14.86",18.1446666666667,46.2476666666667
"Várgesztes","18:23.91","47:28.52",18.3985,47.4753333333333
"Várkeszõ","17:18.96","47:25.79",17.316,47.4298333333333
"Várong","18:02.82","46:31.70",18.047,46.5283333333333
"Városföld","19:45.57","46:49.02",19.7595,46.817
"Városlõd","17:39.05","47:08.67",17.6508333333333,47.1445
"Várpalota","18:08.46","47:12.21",18.141,47.2035
"Varsád","18:31.34","46:31.40",18.5223333333333,46.5233333333333
"Varsány","19:29.51","48:02.43",19.4918333333333,48.0405
"Várvölgy","17:17.88","46:52.14",17.298,46.869
"Vasad","19:24.16","47:19.45",19.4026666666667,47.3241666666667
"Vasalja","16:30.87","47:00.77",16.5145,47.0128333333333
"Vásárosbéc","17:43.67","46:10.95",17.7278333333333,46.1825
"Vásárosdombó","18:08.20","46:18.38",18.1366666666667,46.3063333333333
"Vásárosfalu","17:07.12","47:27.26",17.1186666666667,47.4543333333333
"Vásárosmiske","17:03.79","47:12.53",17.0631666666667,47.2088333333333
"Vásárosnamény","22:18.82","48:07.72",22.3136666666667,48.1286666666667
"Vasasszonyfa","16:40.30","47:18.64",16.6716666666667,47.3106666666667
"Vasboldogasszony","16:52.25","46:56.65",16.8708333333333,46.9441666666667
"Vasegerszeg","16:55.38","47:22.45",16.923,47.3741666666667
"Vashosszúfalu","17:03.75","47:06.90",17.0625,47.115
"Vaskeresztes","16:26.97","47:11.61",16.4495,47.1935
"Vaskút","18:59.11","46:06.53",18.9851666666667,46.1088333333333
"Vasmegyer","21:48.95","48:06.74",21.8158333333333,48.1123333333333
"Vaspör","16:39.01","46:55.03",16.6501666666667,46.9171666666667
"Vassurány","16:42.37","47:17.05",16.7061666666667,47.2841666666667
"Vasvár","16:48.35","47:03.18",16.8058333333333,47.053
"Vaszar","17:30.71","47:24.30",17.5118333333333,47.405
"Vászoly","17:45.56","46:56.49",17.7593333333333,46.9415
"Vasszécseny","16:46.13","47:10.91",16.7688333333333,47.1818333333333
"Vasszentmihály","16:24.56","46:58.14",16.4093333333333,46.969
"Vasszilvágy","16:45.23","47:18.14",16.7538333333333,47.3023333333333
"Vát","16:46.66","47:16.81",16.7776666666667,47.2801666666667
"Vatta","20:44.54","47:55.30",20.7423333333333,47.9216666666667
"Vázsnok","18:07.58","46:15.93",18.1263333333333,46.2655
"Vécs","20:10.14","47:48.47",20.169,47.8078333333333
"Vecsés","19:15.77","47:24.41",19.2628333333333,47.4068333333333
"Végegyháza","20:52.31","46:23.35",20.8718333333333,46.3891666666667
"Vejti","17:58.17","45:48.59",17.9695,45.8098333333333
"Vékény","18:20.62","46:16.15",18.3436666666667,46.2691666666667
"Vekerd","21:24.19","47:05.83",21.4031666666667,47.0971666666667
"Velem","16:29.48","47:20.75",16.4913333333333,47.3458333333333
"Velemér","16:22.06","46:44.19",16.3676666666667,46.7365
"Velence","18:39.28","47:14.32",18.6546666666667,47.2386666666667
"Velény","18:03.26","45:58.90",18.0543333333333,45.9816666666667
"Véménd","18:37.18","46:09.41",18.6196666666667,46.1568333333333
"Vének","17:45.50","47:44.34",17.7583333333333,47.739
"Vép","16:43.49","47:13.92",16.7248333333333,47.232
"Vereb","18:37.21","47:19.18",18.6201666666667,47.3196666666667
"Veresegyház","19:17.02","47:39.11",19.2836666666667,47.6518333333333
"Verõce","19:02.26","47:49.50",19.0376666666667,47.825
"Verpelét","20:13.71","47:50.75",20.2285,47.8458333333333
"Verseg","19:32.93","47:43.39",19.5488333333333,47.7231666666667
"Versend","18:30.88","45:59.78",18.5146666666667,45.9963333333333
"Vértesacsa","18:34.78","47:22.45",18.5796666666667,47.3741666666667
"Vértesboglár","18:31.49","47:25.78",18.5248333333333,47.4296666666667
"Vérteskethely","18:05.01","47:29.19",18.0835,47.4865
"Vértessomló","18:22.06","47:30.66",18.3676666666667,47.511
"Vértestolna","18:27.45","47:37.58",18.4575,47.6263333333333
"Vértesszõlõs","18:22.98","47:37.06",18.383,47.6176666666667
"Vése","17:17.55","46:24.75",17.2925,46.4125
"Veszkény","17:05.13","47:36.01",17.0855,47.6001666666667
"Veszprém","17:54.66","47:05.49",17.911,47.0915
"Veszprémfajsz","17:53.74","47:02.16",17.8956666666667,47.036
"Veszprémgalsa","17:16.27","47:05.82",17.2711666666667,47.097
"Veszprémvarsány","17:49.77","47:25.61",17.8295,47.4268333333333
"Vésztõ","21:15.96","46:55.76",21.266,46.9293333333333
"Vezseny","20:13.16","47:01.90",20.2193333333333,47.0316666666667
"Vid","17:20.23","47:12.88",17.3371666666667,47.2146666666667
"Vigántpetend","17:37.79","46:57.95",17.6298333333333,46.9658333333333
"Villány","18:27.36","45:52.13",18.456,45.8688333333333
"Villánykövesd","18:25.68","45:52.95",18.428,45.8825
"Vilmány","21:13.96","48:24.97",21.2326666666667,48.4161666666667
"Vilonya","18:03.72","47:06.60",18.062,47.11
"Vilyvitány","21:33.50","48:29.78",21.5583333333333,48.4963333333333
"Vinár","17:17.01","47:18.56",17.2835,47.3093333333333
"Vindornyafok","17:10.74","46:51.46",17.179,46.8576666666667
"Vindornyalak","17:11.69","46:53.23",17.1948333333333,46.8871666666667
"Vindornyaszõlõs","17:09.28","46:53.91",17.1546666666667,46.8985
"Visegrád","18:58.22","47:47.11",18.9703333333333,47.7851666666667
"Visnye","17:40.72","46:11.46",17.6786666666667,46.191
"Visonta","20:01.69","47:46.73",20.0281666666667,47.7788333333333
"Viss","21:30.37","48:13.13",21.5061666666667,48.2188333333333
"Visz","17:47.04","46:43.61",17.784,46.7268333333333
"Viszák","16:29.87","46:53.07",16.4978333333333,46.8845
"Viszló","20:53.14","48:29.80",20.8856666666667,48.4966666666667
"Visznek","20:01.87","47:38.58",20.0311666666667,47.643
"Vitnyéd","16:58.96","47:35.24",16.9826666666667,47.5873333333333
"Vízvár","17:14.10","46:05.31",17.235,46.0885
"Vizslás","19:49.44","48:03.04",19.824,48.0506666666667
"Vizsoly","21:12.97","48:23.12",21.2161666666667,48.3853333333333
"Vokány","18:20.36","45:54.62",18.3393333333333,45.9103333333333
"Vonyarcvashegy","17:18.85","46:45.56",17.3141666666667,46.7593333333333
"Vöckönd","16:57.31","46:53.32",16.9551666666667,46.8886666666667
"Völcsej","16:45.82","47:29.87",16.7636666666667,47.4978333333333
"Vönöck","17:09.50","47:18.79",17.1583333333333,47.3131666666667
"Vöröstó","17:43.40","46:58.32",17.7233333333333,46.972
"Vörs","17:16.13","46:39.79",17.2688333333333,46.6631666666667
"Zabar","20:03.21","48:08.38",20.0535,48.1396666666667
"Zádor","17:39.61","45:57.71",17.6601666666667,45.9618333333333
"Zádorfalva","20:29.33","48:23.23",20.4888333333333,48.3871666666667
"Zagyvarékas","20:07.95","47:16.22",20.1325,47.2703333333333
"Zagyvaszántó","19:40.22","47:46.54",19.6703333333333,47.7756666666667
"Záhony","22:11.38","48:24.59",22.1896666666667,48.4098333333333
"Zajk","16:43.33","46:29.00",16.7221666666667,46.4833333333333
"Zajta","22:48.04","47:54.32",22.8006666666667,47.9053333333333
"Zákány","16:56.86","46:15.67",16.9476666666667,46.2611666666667
"Zákányszék","19:53.44","46:16.49",19.8906666666667,46.2748333333333
"Zala","18:00.14","46:44.43",18.0023333333333,46.7405
"Zalaapáti","17:06.51","46:44.23",17.1085,46.7371666666667
"Zalabaksa","16:32.91","46:42.08",16.5485,46.7013333333333
"Zalabér","17:01.82","46:58.33",17.0303333333333,46.9721666666667
"Zalaboldogfa","16:46.29","46:53.99",16.7715,46.8998333333333
"Zalacsány","17:06.39","46:48.46",17.1065,46.8076666666667
"Zalacséb","16:39.56","46:51.65",16.6593333333333,46.8608333333333
"Zalaegerszeg","16:50.31","46:50.10",16.8385,46.835
"Zalaerdõd","17:08.30","47:03.44",17.1383333333333,47.0573333333333
"Zalagyömörõ","17:13.60","47:01.09",17.2266666666667,47.0181666666667
"Zalahaláp","17:27.54","46:54.89",17.459,46.9148333333333
"Zalaháshágy","16:37.74","46:53.32",16.629,46.8886666666667
"Zalaigrice","17:00.61","46:44.87",17.0101666666667,46.7478333333333
"Zalaistvánd","16:58.90","46:55.10",16.9816666666667,46.9183333333333
"Zalakaros","17:07.33","46:33.60",17.1221666666667,46.56
"Zalakomár","17:10.76","46:32.09",17.1793333333333,46.5348333333333
"Zalaköveskút","17:08.63","46:50.88",17.1438333333333,46.848
"Zalalövõ","16:35.78","46:50.89",16.5963333333333,46.8481666666667
"Zalameggyes","17:13.27","47:04.87",17.2211666666667,47.0811666666667
"Zalamerenye","17:05.84","46:34.51",17.0973333333333,46.5751666666667
"Zalasárszeg","17:04.93","46:29.68",17.0821666666667,46.4946666666667
"Zalaszabar","17:06.65","46:38.47",17.1108333333333,46.6411666666667
"Zalaszántó","17:13.51","46:53.18",17.2251666666667,46.8863333333333
"Zalaszegvár","17:13.50","47:05.88",17.225,47.098
"Zalaszentbalázs","16:55.14","46:35.46",16.919,46.591
"Zalaszentgrót","17:04.73","46:56.74",17.0788333333333,46.9456666666667
"Zalaszentgyörgy","16:42.26","46:52.38",16.7043333333333,46.873
"Zalaszentiván","16:53.97","46:53.53",16.8995,46.8921666666667
"Zalaszentjakab","17:07.79","46:29.20",17.1298333333333,46.4866666666667
"Zalaszentlászló","17:06.84","46:52.59",17.114,46.8765
"Zalaszentlõrinc","16:53.19","46:55.02",16.8865,46.917
"Zalaszentmárton","17:04.00","46:42.23",17.0666666666667,46.7038333333333
"Zalaszentmihály","16:57.10","46:43.63",16.9516666666667,46.7271666666667
"Zalaszombatfa","16:26.74","46:38.33",16.4456666666667,46.6388333333333
"Zaláta","17:53.48","45:48.61",17.8913333333333,45.8101666666667
"Zalatárnok","16:45.52","46:42.11",16.7586666666667,46.7018333333333
"Zalaújlak","17:04.79","46:33.65",17.0798333333333,46.5608333333333
"Zalavár","17:09.74","46:40.14",17.1623333333333,46.669
"Zalavég","17:01.67","47:00.46",17.0278333333333,47.0076666666667
"Zalkod","21:27.93","48:11.20",21.4655,48.1866666666667
"Zamárdi","17:56.87","46:52.74",17.9478333333333,46.879
"Zámoly","18:24.64","47:19.00",18.4106666666667,47.3166666666667
"Zánka","17:41.31","46:52.45",17.6885,46.8741666666667
"Zaránk","20:06.41","47:38.57",20.1068333333333,47.6428333333333
"Závod","18:25.03","46:23.71",18.4171666666667,46.3951666666667
