"helys","hossz","szel","long","lat"
"Sirok","20:11.93","47:55.78",20.1988333333333,47.9296666666667
"Sitke","17:01.52","47:14.62",17.0253333333333,47.2436666666667
"Sobor","17:22.48","47:28.65",17.3746666666667,47.4775
"Sokorópátka","17:41.71","47:29.51",17.6951666666667,47.4918333333333
"Solt","19:00.16","46:48.12",19.0026666666667,46.802
"Soltszentimre","19:17.03","46:46.36",19.2838333333333,46.7726666666667
"Soltvadkert","19:23.63","46:34.74",19.3938333333333,46.579
"Sóly","18:01.96","47:07.79",18.0326666666667,47.1298333333333
"Solymár","18:55.83","47:35.47",18.9305,47.5911666666667
"Som","18:08.56","46:48.27",18.1426666666667,46.8045
"Somberek","18:39.77","46:04.79",18.6628333333333,46.0798333333333
"Somlójenõ","17:21.28","47:07.47",17.3546666666667,47.1245
"Somlószõlõs","17:21.47","47:10.40",17.3578333333333,47.1733333333333
"Somlóvásárhely","17:22.76","47:07.21",17.3793333333333,47.1201666666667
"Somlóvecse","17:21.14","47:11.66",17.3523333333333,47.1943333333333
"Somodor","17:50.62","46:28.49",17.8436666666667,46.4748333333333
"Somogyacsa","17:57.34","46:35.44",17.9556666666667,46.5906666666667
"Somogyapáti","17:45.08","46:05.50",17.7513333333333,46.0916666666667
"Somogyaracs","17:23.51","46:03.23",17.3918333333333,46.0538333333333
"Somogyaszaló","17:48.42","46:27.32",17.807,46.4553333333333
"Somogybabod","17:46.54","46:40.71",17.7756666666667,46.6785
"Somogybükkösd","16:59.57","46:18.16",16.9928333333333,46.3026666666667
"Somogycsicsó","17:08.06","46:18.54",17.1343333333333,46.309
"Somogydöröcske","18:00.42","46:35.27",18.007,46.5878333333333
"Somogyegres","18:01.71","46:40.59",18.0285,46.6765
"Somogyfajsz","17:34.18","46:30.38",17.5696666666667,46.5063333333333
"Somogygeszti","17:46.90","46:31.35",17.7816666666667,46.5225
"Somogyhárságy","17:46.44","46:09.64",17.774,46.1606666666667
"Somogyhatvan","17:42.93","46:06.76",17.7155,46.1126666666667
"Somogyjád","17:43.08","46:29.47",17.718,46.4911666666667
"Somogymeggyes","17:54.73","46:43.01",17.9121666666667,46.7168333333333
"Somogysámson","17:18.00","46:35.48",17.3,46.5913333333333
"Somogysárd","17:35.84","46:24.78",17.5973333333333,46.413
"Somogysimonyi","17:12.59","46:29.26",17.2098333333333,46.4876666666667
"Somogyszentpál","17:28.68","46:38.40",17.478,46.64
"Somogyszil","18:00.11","46:30.89",18.0018333333333,46.5148333333333
"Somogyszob","17:17.90","46:17.53",17.2983333333333,46.2921666666667
"Somogytúr","17:46.00","46:42.48",17.7666666666667,46.708
"Somogyudvarhely","17:11.41","46:10.53",17.1901666666667,46.1755
"Somogyvámos","17:41.12","46:34.19",17.6853333333333,46.5698333333333
"Somogyvár","17:39.05","46:34.92",17.6508333333333,46.582
"Somogyviszló","17:46.03","46:06.90",17.7671666666667,46.115
"Somogyzsitfa","17:17.74","46:33.35",17.2956666666667,46.5558333333333
"Sonkád","22:35.41","47:56.99",22.5901666666667,47.9498333333333
"Soponya","18:27.37","47:00.70",18.4561666666667,47.0116666666667
"Sopron","16:34.79","47:41.01",16.5798333333333,47.6835
"Sopronhorpács","16:44.16","47:29.01",16.736,47.4835
"Sopronkövesd","16:44.51","47:32.82",16.7418333333333,47.547
"Sopronnémeti","17:12.50","47:32.28",17.2083333333333,47.538
"Sorkifalud","16:44.30","47:08.11",16.7383333333333,47.1351666666667
"Sorkikápolna","16:42.41","47:08.33",16.7068333333333,47.1388333333333
"Sormás","16:55.05","46:27.54",16.9175,46.459
"Sorokpolány","16:40.31","47:08.14",16.6718333333333,47.1356666666667
"Sóshartyán","19:41.06","48:04.35",19.6843333333333,48.0725
"Sóskút","18:49.85","47:24.33",18.8308333333333,47.4055
"Sóstófalva","20:59.36","48:09.38",20.9893333333333,48.1563333333333
"Sósvertike","17:51.85","45:50.11",17.8641666666667,45.8351666666667
"Sótony","16:56.97","47:11.86",16.9495,47.1976666666667
"Söjtör","16:51.52","46:40.23",16.8586666666667,46.6705
"Söpte","16:39.18","47:17.02",16.653,47.2836666666667
"Söréd","18:16.78","47:19.37",18.2796666666667,47.3228333333333
"Sukoró","18:35.99","47:14.40",18.5998333333333,47.24
"Sumony","17:55.08","45:58.14",17.918,45.969
"Súr","18:01.73","47:21.98",18.0288333333333,47.3663333333333
"Surd","16:58.31","46:19.27",16.9718333333333,46.3211666666667
"Sükösd","18:59.83","46:17.09",18.9971666666667,46.2848333333333
"Sülysáp","19:32.29","47:27.02",19.5381666666667,47.4503333333333
"Sümeg","17:17.07","46:58.71",17.2845,46.9785
"Sümegcsehi","17:13.07","46:56.66",17.2178333333333,46.9443333333333
"Sümegprága","17:16.76","46:56.54",17.2793333333333,46.9423333333333
"Süttõ","18:26.75","47:45.34",18.4458333333333,47.7556666666667
"Szabadbattyán","18:22.00","47:07.00",18.3666666666667,47.1166666666667
"Szabadegyháza","18:41.52","47:04.59",18.692,47.0765
"Szabadhidvég","18:16.92","46:49.39",18.282,46.8231666666667
"Szabadi","18:02.00","46:22.02",18.0333333333333,46.367
"Szabadkígyós","21:04.56","46:36.11",21.076,46.6018333333333
"Szabadszállás","19:13.30","46:52.58",19.2216666666667,46.8763333333333
"Szabadszentkirály","18:02.64","46:00.53",18.044,46.0088333333333
"Szabás","17:26.96","46:17.23",17.4493333333333,46.2871666666667
"Szabolcs","21:29.79","48:10.46",21.4965,48.1743333333333
"Szabolcsbáka","22:08.71","48:09.34",22.1451666666667,48.1556666666667
"Szabolcsveresmart","22:01.20","48:17.34",22.02,48.289
"Szada","19:18.73","47:38.12",19.3121666666667,47.6353333333333
"Szágy","17:56.55","46:13.40",17.9425,46.2233333333333
"Szajk","18:32.15","45:59.53",18.5358333333333,45.9921666666667
"Szajla","20:08.46","47:57.72",20.141,47.962
"Szajol","20:18.26","47:10.67",20.3043333333333,47.1778333333333
"Szakácsi","20:51.76","48:22.93",20.8626666666667,48.3821666666667
"Szakadát","18:28.35","46:32.38",18.4725,46.5396666666667
"Szakáld","20:54.43","47:56.61",20.9071666666667,47.9435
"Szakály","18:22.79","46:31.40",18.3798333333333,46.5233333333333
"Szakcs","18:06.61","46:32.51",18.1101666666667,46.5418333333333
"Szakmár","19:04.62","46:33.34",19.077,46.5556666666667
"Szaknyér","16:31.71","46:51.86",16.5285,46.8643333333333
"Szakoly","21:54.08","47:45.68",21.9013333333333,47.7613333333333
"Szakony","16:42.95","47:25.60",16.7158333333333,47.4266666666667
"Szakonyfalu","16:13.71","46:55.45",16.2285,46.9241666666667
"Szákszend","18:10.40","47:32.87",18.1733333333333,47.5478333333333
"Szalafõ","16:21.72","46:51.89",16.362,46.8648333333333
"Szalánta","18:14.71","45:56.94",18.2451666666667,45.949
"Szalapa","17:08.78","46:59.60",17.1463333333333,46.9933333333333
"Szalaszend","21:07.66","48:23.11",21.1276666666667,48.3851666666667
"Szalatnak","18:16.92","46:17.35",18.282,46.2891666666667
"Szálka","18:38.02","46:16.96",18.6336666666667,46.2826666666667
"Szalkszentmárton","19:00.82","46:58.61",19.0136666666667,46.9768333333333
"Szalmatercs","19:38.23","48:07.42",19.6371666666667,48.1236666666667
"Szalonna","20:44.43","48:27.06",20.7405,48.451
"Szamosangyalos","22:39.11","47:52.42",22.6518333333333,47.8736666666667
"Szamosbecs","22:41.46","47:51.59",22.691,47.8598333333333
"Szamoskér","22:25.02","48:01.02",22.417,48.017
"Szamossályi","22:37.77","47:54.29",22.6295,47.9048333333333
"Szamostatárfalva","22:40.11","47:52.62",22.6685,47.877
"Szamosújlak","22:35.24","47:55.04",22.5873333333333,47.9173333333333
"Szamosszeg","22:22.10","48:02.52",22.3683333333333,48.042
"Szanda","19:26.55","47:55.74",19.4425,47.929
"Szank","19:40.19","46:33.28",19.6698333333333,46.5546666666667
"Szántód","17:54.36","46:52.13",17.906,46.8688333333333
"Szany","17:18.19","47:27.83",17.3031666666667,47.4638333333333
"Szápár","18:02.35","47:19.14",18.0391666666667,47.319
"Szaporca","18:06.33","45:48.89",18.1055,45.8148333333333
"Szár","18:31.18","47:28.59",18.5196666666667,47.4765
"Szárász","18:22.45","46:20.88",18.3741666666667,46.348
"Szárazd","18:25.52","46:34.37",18.4253333333333,46.5728333333333
"Szárföld","17:07.36","47:35.58",17.1226666666667,47.593
"Szárliget","18:29.71","47:31.10",18.4951666666667,47.5183333333333
"Szarvas","20:33.35","46:51.94",20.5558333333333,46.8656666666667
"Szarvasgede","19:38.56","47:49.24",19.6426666666667,47.8206666666667
"Szarvaskend","16:40.71","46:59.40",16.6785,46.99
"Szászberek","20:06.28","47:19.01",20.1046666666667,47.3168333333333
"Szászfa","20:56.59","48:28.26",20.9431666666667,48.471
"Szászvár","18:22.74","46:16.46",18.379,46.2743333333333
"Szatmárcseke","22:37.79","48:05.21",22.6298333333333,48.0868333333333
"Szátok","19:14.23","47:57.37",19.2371666666667,47.9561666666667
"Szatta","16:28.88","46:47.94",16.4813333333333,46.799
"Szatymaz","20:02.62","46:20.57",20.0436666666667,46.3428333333333
"Szava","18:10.65","45:54.17",18.1775,45.9028333333333
"Százhalombatta","18:54.79","47:18.30",18.9131666666667,47.305
"Szebény","18:35.40","46:07.86",18.59,46.131
"Szécsénke","19:20.07","47:54.31",19.3345,47.9051666666667
"Szécsény","19:31.20","48:04.71",19.52,48.0785
"Szécsényfelfalu","19:34.16","48:08.74",19.5693333333333,48.1456666666667
"Szécsisziget","16:35.63","46:34.44",16.5938333333333,46.574
"Szederkény","18:27.31","45:59.91",18.4551666666667,45.9985
"Szedres","18:41.06","46:28.61",18.6843333333333,46.4768333333333
"Szeged","20:09.77","46:14.95",20.1628333333333,46.2491666666667
"Szegerdõ","17:16.61","46:38.03",17.2768333333333,46.6338333333333
"Szeghalom","21:10.64","47:01.33",21.1773333333333,47.0221666666667
"Szegi","21:22.93","48:11.80",21.3821666666667,48.1966666666667
"Szegilong","21:23.93","48:13.03",21.3988333333333,48.2171666666667
"Szegvár","20:13.53","46:34.99",20.2255,46.5831666666667
"Székely","21:56.54","48:03.51",21.9423333333333,48.0585
"Székelyszabar","18:36.26","46:02.79",18.6043333333333,46.0465
"Székesfehérvár","18:19.59","47:17.45",18.3265,47.2908333333333
"Székkutas","20:32.39","46:30.37",20.5398333333333,46.5061666666667
"Szekszárd","18:42.22","46:21.14",18.7036666666667,46.3523333333333
"Szeleste","16:49.83","47:18.67",16.8305,47.3111666666667
"Szelevény","20:12.09","46:48.07",20.2015,46.8011666666667
"Szellõ","18:27.87","46:04.45",18.4645,46.0741666666667
"Szemely","18:19.75","46:00.47",18.3291666666667,46.0078333333333
"Szemenye","16:54.50","47:06.16",16.9083333333333,47.1026666666667
"Szemere","21:21.98","48:21.16",21.3663333333333,48.3526666666667
"Szendehely","19:06.32","47:51.37",19.1053333333333,47.8561666666667
"Szendrõ","20:44.01","48:24.04",20.7335,48.4006666666667
"Szendrõlád","20:44.79","48:20.44",20.7465,48.3406666666667
"Szenna","17:43.95","46:18.47",17.7325,46.3078333333333
"Szenta","17:10.34","46:15.10",17.1723333333333,46.2516666666667
"Szentantalfa","17:40.42","46:54.81",17.6736666666667,46.9135
"Szentbalázs","17:53.81","46:19.25",17.8968333333333,46.3208333333333
"Szentbékkálla","17:33.84","46:53.31",17.564,46.8885
"Szentborbás","17:39.65","45:52.42",17.6608333333333,45.8736666666667
"Szentdénes","17:55.78","46:00.46",17.9296666666667,46.0076666666667
"Szentdomonkos","20:12.18","48:04.22",20.203,48.0703333333333
"Szente","19:17.30","47:58.17",19.2883333333333,47.9695
"Szentegát","17:49.61","45:58.53",17.8268333333333,45.9755
"Szentendre","19:03.81","47:40.98",19.0635,47.683
"Szentes","20:15.71","46:39.38",20.2618333333333,46.6563333333333
"Szentgál","17:44.03","47:06.82",17.7338333333333,47.1136666666667
"Szentgáloskér","17:53.08","46:30.21",17.8846666666667,46.5035
"Szentgotthárd","16:16.57","46:57.06",16.2761666666667,46.951
"Szentgyörgyvár","17:07.95","46:45.53",17.1325,46.7588333333333
"Szentgyörgyvölgy","16:24.57","46:43.54",16.4095,46.7256666666667
"Szentimrefalva","17:16.86","47:04.63",17.281,47.0771666666667
"Szentistván","20:38.31","47:46.60",20.6385,47.7766666666667
"Szentistvánbaksa","21:01.77","48:13.39",21.0295,48.2231666666667
"Szentjakabfa","17:40.61","46:56.06",17.6768333333333,46.9343333333333
"Szentkatalin","18:03.22","46:10.62",18.0536666666667,46.177
"Szentkirály","19:55.09","46:55.17",19.9181666666667,46.9195
"Szentkirályszabadja","17:58.28","47:03.52",17.9713333333333,47.0586666666667
"Szentkozmadombja","16:45.80","46:40.79",16.7633333333333,46.6798333333333
"Szentlászló","17:50.19","46:09.30",17.8365,46.155
"Szentliszló","16:49.45","46:34.80",16.8241666666667,46.58
"Szentlõrinc","17:59.39","46:02.37",17.9898333333333,46.0395
"Szentlõrinckáta","19:45.29","47:31.13",19.7548333333333,47.5188333333333
"Szentmargitfalva","16:39.70","46:29.72",16.6616666666667,46.4953333333333
"Szentmártonkáta","19:41.57","47:26.73",19.6928333333333,47.4455
"Szentpéterfa","16:29.15","47:05.61",16.4858333333333,47.0935
"Szentpéterfölde","16:45.64","46:37.02",16.7606666666667,46.617
"Szentpéterszeg","21:37.05","47:14.06",21.6175,47.2343333333333
"Szentpéterúr","17:02.39","46:45.49",17.0398333333333,46.7581666666667
"Szenyér","17:22.26","46:27.82",17.371,46.4636666666667
"Szepetnek","16:54.12","46:25.95",16.902,46.4325
"Szerecseny","17:33.15","47:27.79",17.5525,47.4631666666667
"Szeremle","18:52.80","46:08.56",18.88,46.1426666666667
"Szerencs","21:11.92","48:09.76",21.1986666666667,48.1626666666667
"Szerep","21:11.62","47:11.52",21.1936666666667,47.192
"Szergény","17:16.19","47:19.86",17.2698333333333,47.331
"Szigetbecse","18:56.97","47:07.80",18.9495,47.13
"Szigetcsép","18:57.83","47:16.09",18.9638333333333,47.2681666666667
"Szigethalom","19:00.60","47:19.28",19.01,47.3213333333333
"Szigetmonostor","19:06.36","47:41.24",19.106,47.6873333333333
"Szigetszentmárton","18:57.57","47:13.73",18.9595,47.2288333333333
"Szigetszentmiklós","19:02.48","47:20.38",19.0413333333333,47.3396666666667
"Szigetújfalu","18:55.72","47:14.02",18.9286666666667,47.2336666666667
"Szigetvár","17:47.87","46:02.89",17.7978333333333,46.0481666666667
"Szigliget","17:26.10","46:47.74",17.435,46.7956666666667
"Szihalom","20:29.14","47:46.37",20.4856666666667,47.7728333333333
"Szijártóháza","16:26.30","46:38.04",16.4383333333333,46.634
"Szikszó","20:55.78","48:11.74",20.9296666666667,48.1956666666667
"Szil","17:14.14","47:29.87",17.2356666666667,47.4978333333333
"Szilágy","18:24.47","46:06.19",18.4078333333333,46.1031666666667
"Szilaspogony","20:01.37","48:07.05",20.0228333333333,48.1175
"Szilsárkány","17:15.46","47:32.36",17.2576666666667,47.5393333333333
"Szilvágy","16:37.61","46:44.02",16.6268333333333,46.7336666666667
"Szilvás","18:12.11","45:57.66",18.2018333333333,45.961
"Szilvásvárad","20:23.27","48:06.16",20.3878333333333,48.1026666666667
"Szilvásszentmárton","17:43.42","46:16.12",17.7236666666667,46.2686666666667
"Szin","20:39.87","48:29.88",20.6645,48.498
"Szinpetri","20:37.65","48:29.17",20.6275,48.4861666666667
"Szirák","19:31.97","47:49.81",19.5328333333333,47.8301666666667
"Szirmabesenyõ","20:47.88","48:09.16",20.798,48.1526666666667
"Szob","18:52.05","47:49.11",18.8675,47.8185
"Szokolya","19:00.23","47:52.09",19.0038333333333,47.8681666666667
"Szólád","17:50.56","46:47.19",17.8426666666667,46.7865
"Szolnok","20:11.25","47:10.76",20.1875,47.1793333333333
"Szombathely","16:37.22","47:14.01",16.6203333333333,47.2335
"Szomód","18:20.21","47:40.85",18.3368333333333,47.6808333333333
"Szomolya","20:29.72","47:53.48",20.4953333333333,47.8913333333333
"Szomor","18:39.93","47:35.56",18.6655,47.5926666666667
"Szorosad","18:01.50","46:36.17",18.025,46.6028333333333
"Szõc","17:30.93","47:01.25",17.5155,47.0208333333333
"Szõce","16:34.22","46:53.21",16.5703333333333,46.8868333333333
"Szõd","19:10.84","47:43.22",19.1806666666667,47.7203333333333
"Szõdliget","19:09.16","47:43.90",19.1526666666667,47.7316666666667
"Szögliget","20:40.85","48:31.38",20.6808333333333,48.523
"Szõke","18:11.30","45:57.59",18.1883333333333,45.9598333333333
"Szõkéd","18:17.41","45:57.94",18.2901666666667,45.9656666666667
"Szõkedencs","17:14.95","46:33.60",17.2491666666667,46.56
"Szõlõsardó","20:37.67","48:26.61",20.6278333333333,48.4435
"Szõlõsgyörök","17:40.57","46:42.52",17.6761666666667,46.7086666666667
"Szörény","17:41.05","45:58.13",17.6841666666667,45.9688333333333
"Szúcs","20:14.94","48:02.84",20.249,48.0473333333333
"Szuha","19:54.93","47:58.50",19.9155,47.975
"Szuhafõ","20:27.14","48:24.60",20.4523333333333,48.41
"Szuhakálló","20:39.29","48:16.94",20.6548333333333,48.2823333333333
"Szuhogy","20:40.63","48:23.15",20.6771666666667,48.3858333333333
"Szulimán","17:48.33","46:07.61",17.8055,46.1268333333333
"Szulok","17:33.15","46:03.04",17.5525,46.0506666666667
"Szurdokpüspöki","19:41.72","47:51.51",19.6953333333333,47.8585
"Szûcsi","19:45.94","47:48.20",19.7656666666667,47.8033333333333
"Szügy","19:19.80","48:02.31",19.33,48.0385
"Szûr","18:34.93","46:05.98",18.5821666666667,46.0996666666667
"Tab","18:02.10","46:43.90",18.035,46.7316666666667
"Tabajd","18:38.14","47:24.07",18.6356666666667,47.4011666666667
"Tabdi","19:18.56","46:41.13",19.3093333333333,46.6855
"Táborfalva","19:28.93","47:06.02",19.4821666666667,47.1003333333333
"Tác","18:24.06","47:04.97",18.401,47.0828333333333
"Tagyon","17:40.89","46:54.21",17.6815,46.9035
"Tahitótfalu","19:05.49","47:45.19",19.0915,47.7531666666667
"Takácsi","17:28.16","47:23.98",17.4693333333333,47.3996666666667
"Tákos","22:25.59","48:09.25",22.4265,48.1541666666667
"Taksony","19:04.14","47:19.73",19.069,47.3288333333333
"Taktabáj","21:18.72","48:03.83",21.312,48.0638333333333
"Taktaharkány","21:07.80","48:05.35",21.13,48.0891666666667
"Taktakenéz","21:13.12","48:03.03",21.2186666666667,48.0505
"Taktaszada","21:10.45","48:06.55",21.1741666666667,48.1091666666667
"Taliándörögd","17:34.24","46:58.68",17.5706666666667,46.978
"Tállya","21:13.71","48:14.12",21.2285,48.2353333333333
"Tamási","18:17.15","46:38.21",18.2858333333333,46.6368333333333
"Tanakajd","16:44.19","47:11.54",16.7365,47.1923333333333
"Táp","17:49.85","47:31.03",17.8308333333333,47.5171666666667
"Tápióbicske","19:41.37","47:21.69",19.6895,47.3615
"Tápiógyörgye","19:57.02","47:20.20",19.9503333333333,47.3366666666667
"Tápióság","19:37.77","47:24.10",19.6295,47.4016666666667
"Tápiószecsõ","19:36.56","47:26.97",19.6093333333333,47.4495
"Tápiószele","19:52.90","47:20.03",19.8816666666667,47.3338333333333
"Tápiószentmárton","19:44.96","47:20.31",19.7493333333333,47.3385
"Tápiószõlõs","19:50.64","47:17.90",19.844,47.2983333333333
"Táplánszentkereszt","16:42.12","47:11.84",16.702,47.1973333333333
"Tapolca","17:26.39","46:53.14",17.4398333333333,46.8856666666667
"Tapsony","17:20.21","46:27.28",17.3368333333333,46.4546666666667
"Tápszentmiklós","17:51.22","47:29.68",17.8536666666667,47.4946666666667
"Tar","19:44.70","47:57.11",19.745,47.9518333333333
"Tarany","17:18.60","46:10.83",17.31,46.1805
"Tarcal","21:20.67","48:07.90",21.3445,48.1316666666667
"Tard","20:35.86","47:52.88",20.5976666666667,47.8813333333333
"Tardona","20:31.92","48:10.21",20.532,48.1701666666667
"Tardos","18:26.70","47:39.54",18.445,47.659
"Tarhos","21:12.83","46:48.65",21.2138333333333,46.8108333333333
"Tarján","18:30.70","47:36.66",18.5116666666667,47.611
"Tarjánpuszta","17:47.40","47:30.35",17.79,47.5058333333333
"Tárkány","18:00.17","47:35.42",18.0028333333333,47.5903333333333
"Tarnabod","20:13.60","47:41.06",20.2266666666667,47.6843333333333
"Tarnalelesz","20:10.96","48:03.54",20.1826666666667,48.059
"Tarnaméra","20:09.38","47:39.25",20.1563333333333,47.6541666666667
"Tarnaörs","20:03.35","47:35.87",20.0558333333333,47.5978333333333
"Tarnaszentmária","20:12.17","47:52.72",20.2028333333333,47.8786666666667
"Tarnaszentmiklós","20:23.10","47:31.58",20.385,47.5263333333333
"Tarnazsadány","20:09.39","47:40.53",20.1565,47.6755
"Tárnok","18:50.79","47:22.46",18.8465,47.3743333333333
"Tárnokréti","17:18.57","47:43.32",17.3095,47.722
"Tarpa","22:31.80","48:06.36",22.53,48.106
"Tarrós","18:08.66","46:16.90",18.1443333333333,46.2816666666667
"Táska","17:31.42","46:37.02",17.5236666666667,46.617
"Tass","19:01.81","47:00.98",19.0301666666667,47.0163333333333
"Taszár","17:54.47","46:22.37",17.9078333333333,46.3728333333333
"Tát","18:38.62","47:44.27",18.6436666666667,47.7378333333333
"Tata","18:19.94","47:38.65",18.3323333333333,47.6441666666667
"Tatabánya","18:24.53","47:34.04",18.4088333333333,47.5673333333333
"Tataháza","19:18.10","46:10.52",19.3016666666667,46.1753333333333
"Tatárszentgyörgy","19:22.20","47:04.88",19.37,47.0813333333333
"Tázlár","19:30.87","46:32.94",19.5145,46.549
"Téglás","21:40.67","47:42.81",21.6778333333333,47.7135
"Tékes","18:10.55","46:17.24",18.1758333333333,46.2873333333333
"Teklafalu","17:43.86","45:57.11",17.731,45.9518333333333
"Telekes","16:46.15","46:56.62",16.7691666666667,46.9436666666667
"Telekgerendás","20:57.13","46:39.46",20.9521666666667,46.6576666666667
"Teleki","17:49.56","46:46.21",17.826,46.7701666666667
"Telki","18:49.72","47:32.96",18.8286666666667,47.5493333333333
"Telkibánya","21:21.51","48:29.14",21.3585,48.4856666666667
"Tengelic","18:42.73","46:31.70",18.7121666666667,46.5283333333333
"Tengeri","18:05.39","45:55.58",18.0898333333333,45.9263333333333
"Tengõd","18:05.80","46:42.45",18.0966666666667,46.7075
"Tenk","20:20.50","47:39.34",20.3416666666667,47.6556666666667
"Tényõ","17:38.74","47:32.52",17.6456666666667,47.542
"Tépe","21:34.37","47:19.20",21.5728333333333,47.32
"Terem","22:16.71","47:48.01",22.2785,47.8001666666667
"Terény","19:26.49","47:56.84",19.4415,47.9473333333333
"Tereske","19:11.96","47:57.06",19.1993333333333,47.951
"Teresztenye","20:36.38","48:26.80",20.6063333333333,48.4466666666667
"Terpes","20:09.12","47:58.30",20.152,47.9716666666667
"Tés","18:01.95","47:15.53",18.0325,47.2588333333333
"Tésa","18:50.69","48:02.01",18.8448333333333,48.0335
"Tésenfa","18:07.20","45:48.78",18.12,45.813
"Téseny","18:02.92","45:57.15",18.0486666666667,45.9525
"Teskánd","16:46.51","46:51.04",16.7751666666667,46.8506666666667
"Tét","17:30.79","47:31.12",17.5131666666667,47.5186666666667
"Tetétlen","21:18.45","47:18.87",21.3075,47.3145
"Tevel","18:27.40","46:24.86",18.4566666666667,46.4143333333333
"Tibolddaróc","20:38.12","47:55.34",20.6353333333333,47.9223333333333
"Tiborszállás","22:24.60","47:48.97",22.41,47.8161666666667
"Tihany","17:53.42","46:54.57",17.8903333333333,46.9095
"Tikos","17:17.41","46:38.17",17.2901666666667,46.6361666666667
"Tilaj","17:02.78","46:48.55",17.0463333333333,46.8091666666667
"Timár","21:27.81","48:09.39",21.4635,48.1565
"Tinnye","18:46.69","47:37.25",18.7781666666667,47.6208333333333
"Tiszaadony","22:17.59","48:13.65",22.2931666666667,48.2275
"Tiszaalpár","19:59.47","46:49.16",19.9911666666667,46.8193333333333
"Tiszabábolna","20:47.71","47:41.55",20.7951666666667,47.6925
"Tiszabecs","22:49.38","48:06.08",22.823,48.1013333333333
"Tiszabercel","21:38.50","48:09.39",21.6416666666667,48.1565
"Tiszabezdéd","22:09.16","48:21.70",22.1526666666667,48.3616666666667
"Tiszabõ","20:29.47","47:18.58",20.4911666666667,47.3096666666667
"Tiszabura","20:27.65","47:26.86",20.4608333333333,47.4476666666667
"Tiszacsécse","22:44.62","48:06.65",22.7436666666667,48.1108333333333
"Tiszacsege","20:59.44","47:41.77",20.9906666666667,47.6961666666667
"Tiszacsermely","21:47.58","48:14.17",21.793,48.2361666666667
"Tiszadada","21:14.34","48:01.84",21.239,48.0306666666667
"Tiszaderzs","20:38.76","47:30.61",20.646,47.5101666666667
"Tiszadob","21:10.26","48:00.37",21.171,48.0061666666667
"Tiszadorogma","20:52.08","47:41.03",20.868,47.6838333333333
"Tiszaeszlár","21:27.52","48:02.04",21.4586666666667,48.034
"Tiszaföldvár","20:14.94","46:57.89",20.249,46.9648333333333
"Tiszafüred","20:45.35","47:37.05",20.7558333333333,47.6175
"Tiszagyenda","20:30.59","47:22.94",20.5098333333333,47.3823333333333
"Tiszagyulaháza","21:08.68","47:56.42",21.1446666666667,47.9403333333333
"Tiszaigar","20:47.93","47:32.17",20.7988333333333,47.5361666666667
"Tiszainoka","20:09.22","46:54.07",20.1536666666667,46.9011666666667
"Tiszajenõ","20:08.56","47:01.46",20.1426666666667,47.0243333333333
"Tiszakanyár","21:57.81","48:15.11",21.9635,48.2518333333333
"Tiszakarád","21:43.09","48:12.18",21.7181666666667,48.203
"Tiszakécske","20:05.91","46:56.05",20.0985,46.9341666666667
"Tiszakerecseny","22:18.07","48:15.61",22.3011666666667,48.2601666666667
"Tiszakeszi","20:59.56","47:47.30",20.9926666666667,47.7883333333333
"Tiszakóród","22:51.22","47:57.79",22.8536666666667,47.9631666666667
"Tiszakürt","20:07.52","46:52.98",20.1253333333333,46.883
"Tiszaladány","21:24.62","48:03.69",21.4103333333333,48.0615
"Tiszalök","21:22.65","48:01.18",21.3775,48.0196666666667
"Tiszalúc","21:03.95","48:02.11",21.0658333333333,48.0351666666667
"Tiszamogyorós","22:13.91","48:19.29",22.2318333333333,48.3215
"Tiszanagyfalu","21:21.96","47:57.37",21.366,47.9561666666667
"Tiszanána","20:11.55","47:38.53",20.1925,47.6421666666667
"Tiszaörs","20:49.47","47:30.60",20.8245,47.51
"Tiszapalkonya","21:03.50","47:53.07",21.0583333333333,47.8845
"Tiszapüspöki","20:19.23","47:13.08",20.3205,47.218
"Tiszarád","21:47.87","48:07.36",21.7978333333333,48.1226666666667
"Tiszaroff","20:26.49","47:23.76",20.4415,47.396
"Tiszasas","20:04.97","46:49.20",20.0828333333333,46.82
"Tiszasüly","20:23.51","47:23.28",20.3918333333333,47.388
"Tiszaszalka","22:18.91","48:10.71",22.3151666666667,48.1785
"Tiszaszentimre","20:43.54","47:29.29",20.7256666666667,47.4881666666667
"Tiszaszentmárton","22:13.47","48:22.72",22.2245,48.3786666666667
"Tiszasziget","20:09.88","46:10.38",20.1646666666667,46.173
"Tiszatardos","21:22.83","48:02.46",21.3805,48.041
"Tiszatarján","21:00.19","47:49.94",21.0031666666667,47.8323333333333
"Tiszatelek","21:48.37","48:11.53",21.8061666666667,48.1921666666667
"Tiszatenyõ","20:22.86","47:08.32",20.381,47.1386666666667
"Tiszaug","20:03.36","46:51.14",20.056,46.8523333333333
"Tiszaújváros","21:03.09","47:55.81",21.0515,47.9301666666667
"Tiszavalk","20:43.95","47:41.38",20.7325,47.6896666666667
"Tiszavárkony","20:11.16","47:03.89",20.186,47.0648333333333
"Tiszavasvári","21:21.96","47:57.37",21.366,47.9561666666667
"Tiszavid","22:17.71","48:11.70",22.2951666666667,48.195
"Tisztaberek","22:47.63","47:57.52",22.7938333333333,47.9586666666667
"Tivadar","22:30.61","48:03.91",22.5101666666667,48.0651666666667
